Identifier  Period  Choice         Wage  Experience_A  Experience_B  Years_Schooling  Lagged_Activity
       730       2       3            .             0             0               11                1
       730       3       2   12314.7100             0             0               12                1
       730       4       2            .             0             1               12                3
       730       5       2    7963.3390             0             2               12                3
       730       6       2    8925.2640             0             3               12                3
       730       7       2    8707.8490             0             4               12                3
       730       8       2            .             0             5               12                3
       730       9       4            .             0             6               12                3
       730      10       2   24061.4200             0             6               12                0
       731       0       3            .             0             0                8                0
       731       1       4            .             0             0                9                1
       731       2       4            .             0             0                9                0
       731       3       4            .             0             0                9                0
       731       4       3            .             0             0                9                0
       731       5       4            .             0             0               10                1
       731       6       3            .             0             0               10                0
       731       7       2            .             0             0               11                1
       731       8       3            .             0             1               11                3
       731       9       1   11680.4800             0             1               12                1
       731      10       1   15402.3900             1             1               12                2
       732       0       3            .             0             0               11                1
       732       1       3            .             0             0               12                1
       732       2       3            .             0             0               13                1
       732       3       3            .             0             0               14                1
       732       4       3            .             0             0               15                1
       732       5       3            .             0             0               16                1
       732       6       3            .             0             0               17                1
       733       0       3            .             0             0               10                1
       733       1       3            .             0             0               11                1
       733       2       1   12180.2100             0             0               12                1
       733       3       3            .             1             0               12                2
       733       4       4            .             1             0               13                1
       733       5       3            .             1             0               13                0
       733       6       4            .             1             0               14                1
       733       7       3            .             1             0               14                0
       733       8       3            .             1             0               15                1
       734       0       3            .             0             0               10                1
       734       1       3            .             0             0               11                1
       734       2       4            .             0             0               12                1
       734       3       2   11186.6300             0             0               12                0
       734       4       2   12588.4600             0             1               12                3
       734       5       2    9561.5040             0             2               12                3
       734       6       2   11797.6700             0             3               12                3
       734       7       2   21329.1200             0             4               12                3
       734       8       2   24991.8800             0             5               12                3
       734       9       2   29377.0000             0             6               12                3
       735       0       3            .             0             0               10                1
       735       1       3            .             0             0               11                1
       735       2       3            .             0             0               12                1
       735       3       3            .             0             0               13                1
       735       4       3            .             0             0               14                1
       735       5       4            .             0             0               15                1
       735       6       3            .             0             0               15                0
       735       7       1   32423.1100             0             0               16                1
       735       8       1   32557.1500             1             0               16                2
       736       0       3            .             0             0               10                1
       736       1       3            .             0             0               11                1
       736       2       2   16839.7700             0             0               12                1
       736       3       2   18259.9800             0             1               12                3
       736       4       2   18447.4800             0             2               12                3
       736       5       2   21675.0000             0             3               12                3
       736       6       2   24715.4200             0             4               12                3
       736       7       2   24735.3700             0             5               12                3
       736       8       2   25446.2300             0             6               12                3
       736       9       2   28622.6300             0             7               12                3
       737       0       3            .             0             0               10                1
       737       1       3            .             0             0               11                1
       737       2       3            .             0             0               12                1
       737       3       3            .             0             0               13                1
       737       4       3            .             0             0               14                1
       737       5       3            .             0             0               15                1
       737       6       1            .             0             0               16                1
       737       7       1            .             1             0               16                2
       737       8       1   46857.3600             2             0               16                2
       738       0       3            .             0             0               10                1
       738       1       3            .             0             0               11                1
       738       2       2    7691.4170             0             0               12                1
       738       3       2   12089.4800             0             1               12                3
       738       4       2   13390.6400             0             2               12                3
       738       5       1   20881.6500             0             3               12                3
       738       6       1   24165.5500             1             3               12                2
       738       7       1            .             2             3               12                2
       738       8       1   27211.7600             3             3               12                2
       739       0       3            .             0             0               11                1
       739       1       3            .             0             0               12                1
       739       2       3            .             0             0               13                1
       739       3       1            .             0             0               14                1
       739       4       2            .             1             0               14                2
       739       5       2            .             1             1               14                3
       739       6       3            .             1             2               14                3
       739       7       1   31986.0200             1             2               15                1
       739       8       1   29068.7700             2             2               15                2
       740       0       3            .             0             0               10                1
       740       1       3            .             0             0               11                1
       740       2       4            .             0             0               12                1
       740       3       2   12303.7300             0             0               12                0
       740       4       2            .             0             1               12                3
       741       0       3            .             0             0               11                1
       741       1       2   10712.4800             0             0               12                1
       741       2       2   16156.5100             0             1               12                3
       741       3       2            .             0             2               12                3
       741       4       2   27404.3200             0             3               12                3
       741       5       2   34143.9500             0             4               12                3
       741       6       2   34167.2700             0             5               12                3
       741       7       2   34892.5000             0             6               12                3
       741       8       2   42167.7000             0             7               12                3
       742       0       3            .             0             0               10                1
       742       1       3            .             0             0               11                1
       742       2       1   11174.6100             0             0               12                1
       742       3       1            .             1             0               12                2
       742       4       2   13476.1900             2             0               12                2
       742       5       2   16929.9700             2             1               12                3
       742       6       2   21167.0500             2             2               12                3
       742       7       2   26797.1300             2             3               12                3
       742       8       3            .             2             4               12                3
       742       9       2   20799.6500             2             4               13                1
       742      10       2   21449.4700             2             5               13                3
       743       0       3            .             0             0               11                1
       743       1       4            .             0             0               12                1
       743       2       4            .             0             0               12                0
       743       3       4            .             0             0               12                0
       743       4       4            .             0             0               12                0
       743       5       2   16380.7600             0             0               12                0
       743       6       2            .             0             1               12                3
       743       7       1   20760.5300             0             2               12                3
       743       8       1   38712.0200             1             2               12                2
       743       9       1   77732.7300             2             2               12                2
       744       0       3            .             0             0               11                1
       744       1       3            .             0             0               12                1
       744       2       1            .             0             0               13                1
       744       3       3            .             1             0               13                2
       744       4       1   17320.4800             1             0               14                1
       744       5       3            .             2             0               14                2
       744       6       3            .             2             0               15                1
       744       7       1   25549.5800             2             0               16                1
       744       8       2   25485.8700             3             0               16                2
       745       0       3            .             0             0               10                1
       745       1       3            .             0             0               11                1
       745       2       4            .             0             0               12                1
       745       3       4            .             0             0               12                0
       745       4       1    8869.5500             0             0               12                0
       745       5       1    9817.5840             1             0               12                2
       745       6       3            .             2             0               12                2
       745       7       1   11231.7200             2             0               13                1
       746       0       3            .             0             0               10                1
       746       1       4            .             0             0               11                1
       746       2       4            .             0             0               11                0
       746       3       4            .             0             0               11                0
       746       4       4            .             0             0               11                0
       746       5       4            .             0             0               11                0
       746       6       4            .             0             0               11                0
       746       7       2    6429.2510             0             0               11                0
       746       8       1    8037.2080             0             1               11                3
       747       0       3            .             0             0               10                1
       747       1       3            .             0             0               11                1
       747       2       3            .             0             0               12                1
       747       3       4            .             0             0               13                1
       747       4       2   19946.0200             0             0               13                0
       747       5       2   29120.9900             0             1               13                3
       747       6       2   36004.9200             0             2               13                3
       747       7       2   21936.9400             0             3               13                3
       748       0       3            .             0             0               10                1
       748       1       3            .             0             0               11                1
       748       2       3            .             0             0               12                1
       748       3       3            .             0             0               13                1
       748       4       3            .             0             0               14                1
       748       5       3            .             0             0               15                1
       748       6       1   31148.3100             0             0               16                1
       748       7       1   32484.9500             1             0               16                2
       748       8       3            .             2             0               16                2
       749       0       3            .             0             0                8                0
       749       1       3            .             0             0                9                1
       749       2       3            .             0             0               10                1
       749       3       3            .             0             0               11                1
       749       4       4            .             0             0               12                1
       750       0       4            .             0             0               11                1
       750       1       4            .             0             0               11                0
       750       2       2    9585.4610             0             0               11                0
       750       3       2    6752.5480             0             1               11                3
       750       4       2   16448.0400             0             2               11                3
       750       5       2   15076.0500             0             3               11                3
       750       6       2   14902.4300             0             4               11                3
       750       7       2   15101.5500             0             5               11                3
       750       8       2   14512.9600             0             6               11                3
       750       9       2   15261.0400             0             7               11                3
       750      10       2   16808.5700             0             8               11                3
       751       0       3            .             0             0               10                1
       751       1       3            .             0             0               11                1
       751       2       3            .             0             0               12                1
       751       3       3            .             0             0               13                1
       751       4       3            .             0             0               14                1
       751       5       3            .             0             0               15                1
       751       6       2    7628.1420             0             0               16                1
       751       7       1   22739.9200             0             1               16                3
       751       8       3            .             1             1               16                2
       752       0       3            .             0             0                9                0
       752       1       3            .             0             0               10                1
       752       2       2            .             0             0               11                1
       752       3       3            .             0             1               11                3
       752       4       2            .             0             1               12                1
       752       5       1            .             0             2               12                3
       753       0       3            .             0             0                9                0
       753       1       3            .             0             0               10                1
       753       2       3            .             0             0               11                1
       753       3       3            .             0             0               12                1
       753       4       3            .             0             0               13                1
       753       5       3            .             0             0               14                1
       753       6       2            .             0             0               15                1
       753       7       1            .             0             1               15                3
       753       8       1            .             1             1               15                2
       754       0       3            .             0             0               10                1
       754       1       3            .             0             0               11                1
       754       2       1   13448.0800             0             0               12                1
       754       3       1   18804.2200             1             0               12                2
       754       4       1   18075.0100             2             0               12                2
       754       5       1   22445.6000             3             0               12                2
       754       6       1   24138.4200             4             0               12                2
       754       7       1   19480.0400             5             0               12                2
       755       0       3            .             0             0                9                0
       755       1       3            .             0             0               10                1
       755       2       4            .             0             0               11                1
       755       3       3            .             0             0               11                0
       755       4       1    6758.3530             0             0               12                1
       755       5       2    5421.0820             1             0               12                2
       755       6       4            .             1             1               12                3
       755       7       2   12908.6900             1             1               12                0
       756       0       3            .             0             0               10                1
       756       1       3            .             0             0               11                1
       756       2       3            .             0             0               12                1
       756       3       3            .             0             0               13                1
       756       4       1   25226.7400             0             0               14                1
       756       5       2   24587.1500             1             0               14                2
       756       6       2   25419.1600             1             1               14                3
       756       7       2   27630.3200             1             2               14                3
       756       8       2   30428.5000             1             3               14                3
       756       9       2   30090.3500             1             4               14                3
       756      10       2   26246.3700             1             5               14                3
       757       0       3            .             0             0               10                1
       757       1       3            .             0             0               11                1
       757       2       3            .             0             0               12                1
       757       3       4            .             0             0               13                1
       757       4       4            .             0             0               13                0
       757       5       1   12110.7800             0             0               13                0
       757       6       2   12060.0900             1             0               13                2
       757       7       2            .             1             1               13                3
       758       0       3            .             0             0               11                1
       758       1       3            .             0             0               12                1
       758       2       3            .             0             0               13                1
       758       3       1    7265.6470             0             0               14                1
       758       4       3            .             1             0               14                2
       758       5       4            .             1             0               15                1
       758       6       3            .             1             0               15                0
       758       7       4            .             1             0               16                1
       759       0       3            .             0             0               11                1
       759       1       3            .             0             0               12                1
       759       2       3            .             0             0               13                1
       759       3       3            .             0             0               14                1
       759       4       4            .             0             0               15                1
       759       5       3            .             0             0               15                0
       759       6       1   26901.2000             0             0               16                1
       759       7       1   27636.8000             1             0               16                2
       759       8       1   27630.4200             2             0               16                2
       759       9       1   28103.6800             3             0               16                2
       760       0       3            .             0             0               11                1
       760       1       3            .             0             0               12                1
       760       2       1    3841.7440             0             0               13                1
       760       3       1    5654.8180             1             0               13                2
       760       4       1    5320.5040             2             0               13                2
       760       5       3            .             3             0               13                2
       760       6       3            .             3             0               14                1
       760       7       1    5118.6260             3             0               15                1
       761       0       3            .             0             0               10                1
       761       1       2    7342.4010             0             0               11                1
       761       2       2            .             0             1               11                3
       761       3       2            .             0             2               11                3
       761       4       2    9379.2860             0             3               11                3
       761       5       2   16734.1700             0             4               11                3
       761       6       2   18719.5200             0             5               11                3
       761       7       2   25031.8100             0             6               11                3
       761       8       2   32090.9400             0             7               11                3
       761       9       2   25593.1300             0             8               11                3
       762       0       3            .             0             0               10                1
       762       1       3            .             0             0               11                1
       762       2       2   16729.7000             0             0               12                1
       762       3       2   21184.8200             0             1               12                3
       762       4       2   17189.4000             0             2               12                3
       762       5       2   22615.6900             0             3               12                3
       762       6       2   36608.5500             0             4               12                3
       762       7       2   47893.8600             0             5               12                3
       762       8       2   54632.4800             0             6               12                3
       762       9       2   46850.4800             0             7               12                3
       763       0       3            .             0             0               10                1
       763       1       3            .             0             0               11                1
       763       2       1   19864.0200             0             0               12                1
       763       3       2   21884.0400             1             0               12                2
       763       4       2   31382.0700             1             1               12                3
       763       5       2   30980.4500             1             2               12                3
       763       6       2   36302.9500             1             3               12                3
       763       7       2   40020.5500             1             4               12                3
       763       8       2            .             1             5               12                3
       763       9       2   38999.0500             1             6               12                3
       764       0       3            .             0             0               10                1
       764       1       3            .             0             0               11                1
       764       2       2            .             0             0               12                1
       764       3       4            .             0             1               12                3
       764       4       4            .             0             1               12                0
       764       5       4            .             0             1               12                0
       764       6       2   29320.5200             0             1               12                0
       764       7       2   62553.5900             0             2               12                3
       765       0       3            .             0             0                8                0
       765       1       3            .             0             0                9                1
       765       2       4            .             0             0               10                1
       765       3       4            .             0             0               10                0
       765       4       2   13816.6300             0             0               10                0
       765       5       4            .             0             1               10                3
       765       6       4            .             0             1               10                0
       765       7       2   19499.5100             0             1               10                0
       766       0       3            .             0             0               10                1
       766       1       3            .             0             0               11                1
       766       2       4            .             0             0               12                1
       766       3       4            .             0             0               12                0
       766       4       2   26146.7900             0             0               12                0
       766       5       2   25522.8900             0             1               12                3
       766       6       2   25383.2600             0             2               12                3
       766       7       3            .             0             3               12                3
       766       8       2   33712.1300             0             3               13                1
       766       9       1   29990.2500             0             4               13                3
       767       0       3            .             0             0               10                1
       767       1       3            .             0             0               11                1
       767       2       4            .             0             0               12                1
       767       3       4            .             0             0               12                0
       767       4       4            .             0             0               12                0
       767       5       4            .             0             0               12                0
       767       6       2   13312.6900             0             0               12                0
       767       7       2            .             0             1               12                3
       767       8       2   29619.8300             0             2               12                3
       768       0       3            .             0             0               10                1
       768       1       3            .             0             0               11                1
       768       2       2   11740.8100             0             0               12                1
       768       3       3            .             0             1               12                3
       769       0       3            .             0             0               10                1
       769       1       3            .             0             0               11                1
       769       2       3            .             0             0               12                1
       769       3       3            .             0             0               13                1
       769       4       1    3440.3660             0             0               14                1
       769       5       1    3382.9020             1             0               14                2
       769       6       2   17936.6100             2             0               14                2
       769       7       2   20105.3400             2             1               14                3
       769       8       2   23315.1700             2             2               14                3
       769       9       2   25563.8600             2             3               14                3
       770       0       3            .             0             0                9                0
       770       1       4            .             0             0               10                1
       771       0       3            .             0             0               10                1
       771       1       3            .             0             0               11                1
       771       2       2            .             0             0               12                1
       771       3       2   12211.3100             0             1               12                3
       771       4       4            .             0             2               12                3
       771       5       4            .             0             2               12                0
       771       6       2    9890.1130             0             2               12                0
       771       7       2   10299.9900             0             3               12                3
       771       8       2   10588.7300             0             4               12                3
       771       9       1   14857.4700             0             5               12                3
       771      10       2   17432.5700             1             5               12                2
       772       0       3            .             0             0               10                1
       772       1       3            .             0             0               11                1
       772       2       2   11649.8400             0             0               12                1
       772       3       2   16628.4400             0             1               12                3
       772       4       2   19338.9100             0             2               12                3
       772       5       1            .             0             3               12                3
       772       6       1            .             1             3               12                2
       772       7       1   38870.1300             2             3               12                2
       772       8       1   25766.1800             3             3               12                2
       773       0       3            .             0             0               10                1
       773       1       3            .             0             0               11                1
       773       2       1   16537.8500             0             0               12                1
       773       3       1   20767.9400             1             0               12                2
       773       4       1   24613.6600             2             0               12                2
       773       5       1            .             3             0               12                2
       774       0       3            .             0             0                9                0
       774       1       3            .             0             0               10                1
       774       2       3            .             0             0               11                1
       774       3       3            .             0             0               12                1
       774       4       3            .             0             0               13                1
       774       5       3            .             0             0               14                1
       774       6       3            .             0             0               15                1
       774       7       1   12190.7400             0             0               16                1
       774       8       1   14616.6400             1             0               16                2
       774       9       1   23296.2400             2             0               16                2
       774      10       2   20611.0000             3             0               16                2
       775       0       3            .             0             0               10                1
       775       1       3            .             0             0               11                1
       775       2       3            .             0             0               12                1
       775       3       2   13598.8900             0             0               13                1
       775       4       2   13805.8000             0             1               13                3
       775       5       2   14309.0200             0             2               13                3
       775       6       1   16328.8800             0             3               13                3
       775       7       1   15258.5000             1             3               13                2
       775       8       2   19670.1500             2             3               13                2
       776       0       3            .             0             0               10                1
       776       1       3            .             0             0               11                1
       776       2       2            .             0             0               12                1
       776       3       3            .             0             1               12                3
       776       4       2    7177.6650             0             1               13                1
       776       5       2            .             0             2               13                3
       776       6       4            .             0             3               13                3
       776       7       2   15073.6900             0             3               13                0
       776       8       2   18707.5600             0             4               13                3
       776       9       4            .             0             5               13                3
       777       0       3            .             0             0               10                1
       777       1       3            .             0             0               11                1
       777       2       3            .             0             0               12                1
       777       3       3            .             0             0               13                1
       777       4       3            .             0             0               14                1
       777       5       3            .             0             0               15                1
       777       6       1            .             0             0               16                1
       777       7       1            .             1             0               16                2
       778       0       3            .             0             0               10                1
       778       1       3            .             0             0               11                1
       778       2       3            .             0             0               12                1
       778       3       3            .             0             0               13                1
       778       4       3            .             0             0               14                1
       778       5       3            .             0             0               15                1
       778       6       1   13132.7700             0             0               16                1
       778       7       1   16406.4000             1             0               16                2
       778       8       1   18084.6000             2             0               16                2
       778       9       1   19180.8400             3             0               16                2
       778      10       1   26226.8600             4             0               16                2
       779       0       3            .             0             0               10                1
       779       1       3            .             0             0               11                1
       779       2       2   13661.8100             0             0               12                1
       779       3       4            .             0             1               12                3
       779       4       2    5170.6030             0             1               12                0
       779       5       2            .             0             2               12                3
       779       6       2            .             0             3               12                3
       779       7       2   14776.0800             0             4               12                3
       779       8       2   15053.4600             0             5               12                3
       779       9       1   12343.1900             0             6               12                3
       780       0       3            .             0             0                9                0
       780       1       3            .             0             0               10                1
       780       2       3            .             0             0               11                1
       780       3       4            .             0             0               12                1
       780       4       2            .             0             0               12                0
